name,screen_name,followers_count,friends_count,post_count,lang,location,default_profile_image,profile_use_background_image,verified,description,created_at,label,has_location,location_clean,is_real_location
Ciro Cattuto,ciro,3016.0,1204.0,2959.0,en,italy,False,True,False,Data & Network Science. Wearable sensors. Digital Epidemiology. Scientific Director at ISI Foundation. http://t.co/xoSUF3YajG founder. Opinions are my own.,31-12-2006 02:03,0,1,italy,True
Alessio Bragadini,abragad,1212.0,834.0,13688.0,en,italy,False,True,False,Web and social media developer from Italy,27-12-2006 14:55,0,1,italy,True
fullcaffeine,fullcaffeine,208.0,565.0,3206.0,it,Bologna,False,True,False,Usuario no entregó descripción de perfil,02-01-2007 09:01,0,1,bologna,True
Maurizio Tesconi,m_tesconi,470.0,766.0,712.0,en,Pisa,False,True,False,CNR Researcher. Web developer. Social media geek. Social Sensor.,05-01-2007 16:20,0,1,pisa,True
Massimo Moretti,MaxMoretti,190.0,90.0,2421.0,it,Roma,False,True,False,The truth is out there!,12-01-2007 11:06,0,1,roma,True
Pasquale Popolizio,pasquale,2499.0,2647.0,3788.0,it,Web,False,True,False,Digital strategic planner. Aiuto le organizzazioni a comunicare al meglio sul Web. Vice presidente IWA Italy. digitalstrategicplanner.eu,13-02-2007 16:09,0,1,web,True
Roberto Ciacci,robertociacci,3093.0,203.0,4184.0,en,"Bologna, Emilia Romagna",False,True,False,Marketing Consultant. Adjunct professor @bolognabschool. Former CMO @edenviaggi and Digital Marketing Manager @lamborghini,23-03-2007 12:43,0,1,"bologna, emilia romagna",True
Francesco,Surfcanarias,73.0,153.0,923.0,en,"Bilbao, Spain",False,False,False,"Telecom Engineer, eMBA, social networker and kitesurfer.",28-03-2007 22:02,0,1,"bilbao, spain",True
Vin,Vinciiii,664.0,2030.0,3706.0,it,italy,False,True,False,"I don't have much, but what I have is gold.",09-04-2007 14:41,0,1,italy,True
Davide Basile,Kawakumi,4722.0,3574.0,6573.0,en,italy,False,True,False,Digital Expert. Marketing Lover. Proud Neapolitan. Thankful Dad. Retail & Digital Marketing Specialist @OriginalMarines,08-05-2007 13:30,0,1,italy,True
Max Boschini,boskizzi,2329.0,526.0,4899.0,it,Marmirolo,False,True,False,Un Paese è veramente un Paese quando ha una compagnia aerea e una birra... e alla fine è di una bella birra che si ha più bisogno...,16-05-2007 06:42,0,1,marmirolo,True
Andrea,andreazanel,16.0,112.0,71.0,it,italy,False,True,False,Usuario no entregó descripción de perfil,20-05-2007 10:40,0,1,italy,True
Claudio Grego,cabajo,259.0,368.0,1851.0,it,"Arona, Piedmont",False,True,False,"Technology Believer - Working on Bing & Cortana and interested in the good things that technology can do for humans.
I love Sports, Vespa, the nature & Wine",21-05-2007 10:52,0,1,"arona, piedmont",True
motoplux,motoplux,42.0,224.0,188.0,it,Roma,False,True,False,samanafattababbudoiu,06-06-2007 13:03,0,1,roma,True
danilo l.,danilolazzarato,352.0,1975.0,3025.0,it,venezia,False,True,False,facebook danilo.lazzarato twitter @danilolazzarato instagram dani2706_the_original,08-06-2007 18:53,0,1,venezia,True
Federica,psicocaccola,395.0,513.0,2182.0,en,milano,False,False,False,una tranquilla che a volte perde la pazienza,04-07-2007 08:44,0,1,milano,True
M,marcelloseri,215.0,439.0,10951.0,en,,False,True,False,"Maths, lambdas and rock'n'roll. Tweets are my own",17-07-2007 08:49,0,0,,
Gio. Boccia Artieri,gba_mm,7791.0,1627.0,20969.0,it,,False,True,False,Academic activist on the social and cultural implications of technology http://t.co/5CFuB5wsKa,27-07-2007 23:46,0,0,,
Alessandro Prioni,ale_prioni,431.0,383.0,3281.0,en,"Como, Lombardy",False,False,False,"Product manager @measurence
Expert of nothing, passionate about everything. Lifelong learner. / #Entrepreneurship #LeanStartup #ProductManagement",07-08-2007 15:55,0,1,"como, lombardy",True
Gianpiero Meazza,gmeazza,265.0,239.0,400.0,en,italy,False,False,False,"An eye into the future, an eye into the past - Technology and Internet enthusiast, mad for genealogy and family history - SVP Innovation @NTTDATA_IT",24-10-2007 20:10,0,1,italy,True
Davide Bennato,Tecnoetica,7216.0,5344.0,38592.0,it,italy,False,True,False,Passione per il digitale divenuta mestiere. Sociologo docente all'Università di Catania. #SocialAnalytics Freelance #BigData #ComputationalSocialScience,13-01-2008 11:59,0,1,italy,True
Alberto Cottica,alberto_cottica,5704.0,521.0,21928.0,en,"Bruxelles, Belgium",False,False,False,"Economist, musician, online citizen. Runner. Data scientist-in-training.",22-01-2008 17:55,0,1,"bruxelles, belgium",True
GasKB,GasKB,269.0,420.0,1697.0,it,italy,False,True,False,Programmatografo,25-01-2008 22:37,0,1,italy,True
Alessio,ale55io,26.0,177.0,153.0,it,"Hiroshima, Giappone",False,True,False,A more experienced programmer does not make less bugs. He just realizes what went wrong more quickly.,28-01-2008 00:25,0,1,"hiroshima, giappone",True
Luigi Greco,napoli081,538.0,525.0,1931.0,it,italy,False,True,False,"Notizie ed Eventi della area Vesuviana e non solo...
Ercolano, Napoli  ITA",07-04-2008 10:11,0,1,italy,True
Giuliano Abate,giuliano_abate,1737.0,1008.0,26254.0,it,Italia,False,True,False,"Rappresentante wine & food, no #guru ma #poernano",19-04-2008 13:59,0,1,italia,True
Filippo Del Prete,filippodelprete,590.0,1085.0,1685.0,it,,False,True,False,Filippo Del Prete twetta di Ict.,27-04-2008 20:34,0,0,,
raffaele_perego,raffaele_perego,269.0,551.0,186.0,en,,False,True,False,computer scientist,16-07-2008 15:19,0,0,,
Jacopo Pompilii,this_is_jp,404.0,577.0,1089.0,it,italy,False,True,False,Interaction designer @frogdesign | @polimi + @isiaurbinotweet alumnus,16-07-2008 12:43,0,1,italy,True
Fabio Romeo,FabioRomeo71,47.0,124.0,471.0,it,"41.838229,12.480789",False,True,False,"Kinda geek, tv series addicted. Love beautiful things, travel, photography, good books and hi-tech. Looking for something smarter then TV and newspapers",27-07-2008 19:21,0,1,",",False
Jacopo Galati,jakopo,649.0,1505.0,19292.0,it,"Melendugno, LECCE",False,True,False,Software Developer,09-08-2008 10:59,0,1,"melendugno, lecce",True
Francesco Roghi,impbianco,759.0,739.0,59521.0,it,Monterotondo (Roma),False,True,False,Usuario no entregó descripción de perfil,20-08-2008 19:47,0,1,monterotondo roma,True
Mauro Munafò,mauromunafo,2364.0,350.0,3325.0,it,Roma,False,True,False,Giornalista a l'Espresso. Qualche volta su Repubblica. Cofondatore di @fpsmedia,26-08-2008 20:25,0,1,roma,True
And®ea,andrewfoxx,468.0,1131.0,1939.0,it,Italia,False,True,False,[7]OverTheTopa™_Med student_insanely interested in everything_sad vicious,08-09-2008 12:25,0,1,italia,True
anas fahad khan,anasfkhan,147.0,1069.0,802.0,en,somewhere else,False,True,False,yo,15-09-2008 23:33,0,1,somewhere else,True
Pietro Polini,ppolini,146.0,237.0,222.0,en,world,False,True,False,"love technology, love my girls, in love with life",08-10-2008 14:40,0,1,world,True
iz1crr,iz1crr,347.0,83.0,15889.0,en,italy,False,True,False,"SWL (I1-21171)since '74,ham radio IZ1CRR,Maldive(8Q7RR),Sonsorol island (T88SI),Pulau Muara Besar(V8PMB),Pulau Satang Besar (9M8PSB).1075(IOTA)cfm.",31-10-2008 13:57,0,1,italy,True
Luca De Vito,luca_devito,1489.0,660.0,3505.0,it,italy,False,False,False,"Journalist @repubblica, @rep_milano. Video lab @uniIULM. Cycling traveler. Applied to caos.",10-11-2008 08:21,0,1,italy,True
alessio,illshowyouhowto,167.0,167.0,3759.0,it,Milano,False,True,False,"faccio troppe cose, o troppo poche. innovation management postgrad @ SSSUP; working @ Amazon",16-11-2008 12:38,0,1,milano,True
Valerio Tognozzi,radiojam11,464.0,1098.0,2327.0,it,italy,False,True,False,Io so' Io ..... e voi...... Chidetelo al Marchese del Grillo,16-11-2008 19:33,0,1,italy,True
Francesco Pinna,frap1412,293.0,912.0,15093.0,it,Milano,False,True,False,"Non lasciamo che il rumore delle opinioni altrui offuschi la nostra voce interiore. 
 Steve Jobs ",03-12-2008 18:41,0,1,milano,True
Lorenzo M,lorenzo_marcon,105.0,103.0,339.0,en,italy,False,True,False,"Knowledge is power and belongs to the world, and must be total and free.",09-12-2008 14:57,0,1,italy,True
Dino Serpe,dinoserpe,652.0,1489.0,7267.0,it,Palermo,False,True,False,Emigrato al Sud nella contraddittoria Palermo,07-01-2009 14:10,0,1,palermo,True
Giuseppe Cosentino,Gicos,105.0,95.0,5412.0,en,italy,False,False,False,http://t.co/NspNPWMU8L dev,11-01-2009 18:29,0,1,italy,True
Arianna Bassoli,karmanet,904.0,505.0,2193.0,en,"Berlin, Germany",False,True,False,"user experience designer, doctor of information systems, startupper at heart",29-01-2009 11:33,0,1,"berlin, germany",True
Paola Ponticelli,paolaponticelli,1043.0,1076.0,8118.0,en,,False,True,False,humanist turned (radical)geek | biz dev @cloudesire @kiunsys @liberologico | interested in #cloud #SaaS #IoT #smartcities #innovation #digitalagenda #startup,29-01-2009 08:19,0,0,,
davide tonini,tondav,292.0,10.0,2740.0,it,modena,False,True,False,"nato nel 29 avanti google, pensavo di avere avuto tutto...poi è arrivato zac!
padrenatura e creattivity dipendente",03-02-2009 14:31,0,1,modena,True
Francesco Benedetto,IamFrancesco,247.0,610.0,1822.0,it,Rome,False,True,False,Usuario no entregó descripción de perfil,07-02-2009 10:34,0,1,rome,True
QGK,cugycappa,1062.0,428.0,16850.0,it,Geo Front,False,False,False,Pappagalli e stupidi photoshop.,10-02-2009 20:31,0,1,geo front,True
Rodolfo Due',rodolfodue,651.0,1167.0,2749.0,it,"Pisa, Toscana",False,False,False,"Founder @swap_party . Ex jobpilot, XING.",12-02-2009 14:42,0,1,"pisa, toscana",True
Chiara Boldrini,chibold,203.0,888.0,292.0,en,,False,True,False,"Researcher at CNR, working on delay tolerant networks and car sharing systems",17-02-2009 21:33,0,0,,
Patrizia Fusi,PiperitaPatti75,190.0,492.0,5647.0,it,Colle di Val D'Elsa (Siena),False,True,False,"Orgogliosamente provinciale, twitta di tutto e, soprattutto, del niente. Ama cucinare (ma di più mangiare), imparare i nomi delle piante e guardare tv trash",26-02-2009 14:41,0,1,colle di val delsa siena,False
Rachele Zinzocchi,Raquel75,8294.0,2102.0,59606.0,it,"Rome, Lazio",False,True,False,"Helping You Help & Be Useful To Succeed in Business & Life | Digital Strategy R&D, Public Speaker, Lecturer, Coach, Author | #HelpMarketing #Digital #Education",02-03-2009 19:12,0,1,"rome, lazio",True
Riccardo Scandellari,skande,69590.0,55212.0,39727.0,it,,False,True,True,"Blogger, Digital Marketer e Giornalista. Autore di libri sul Personal Branding e il marketing digitale",03-03-2009 07:37,0,0,,
Fabio Aita,FabiusAita,250.0,528.0,639.0,it,Rome,False,True,False,Social Media Manager. Digital and innovation enthusiast. Food and cooking lover. Travel dreamer. Progressive Rock fan.,03-03-2009 06:56,0,1,rome,True
giuliettarock,giuliacarino,1892.0,1708.0,53232.0,it,italy,False,True,False,ascolto la musica amo il mare guardo la luna e le stelle e non mi accontento,03-03-2009 13:53,0,1,italy,True
angelo milani,angelo37,0.0,4.0,14.0,en,,True,True,False,Usuario no entregó descripción de perfil,04-03-2009 01:05,0,0,,
mrbyte,mrbyte72,3222.0,2085.0,67747.0,it,"Sicilia, Italia",False,False,False,"A team of highly trained monkeys has been dispatched to deal with this situation. (cit. youtube)
#sysadmin #linux",05-03-2009 20:08,0,1,"sicilia, italia",True
Fabrizio Falchi,ffalchi,104.0,155.0,41.0,en,Pisa,False,True,False,Usuario no entregó descripción de perfil,11-03-2009 14:36,0,1,pisa,True
Erika De Bortoli,ErikaDeBortoli,2496.0,1087.0,11122.0,en,italy,False,False,False,"Giornalista.Esploratrice #sociale Traduttrice da lingua italiana a lingua tweet.Fatemi domande,così dovrò cercare risposte #storytelling #geopolitica",13-03-2009 14:15,0,1,italy,True
Vittorio Caposiena,mufulone,188.0,200.0,705.0,it,,False,True,False,"In ordine sparso... New Media Designer, SEO Specialist, Ciclista, Vespista, Snowborder e Longboarder",18-03-2009 08:36,0,0,,
Davide Radice,davideradice,404.0,837.0,1254.0,en,Milano,False,True,False,"psicanalista in formazione, psicologo in formazione, consulente informatico, filosofo teoretico, appassionato traduttore di Freud",20-03-2009 10:11,0,1,milano,True
elisa lucattini,elisaluc,40.0,76.0,657.0,en,florence,False,True,False,Usuario no entregó descripción de perfil,24-03-2009 15:50,0,1,florence,True
antonio ruggiero,antorug,254.0,342.0,1766.0,it,italy,False,True,False,"A candid, urban #Photographer .....
 #StreetPhotography #Art #Painting #Abstract #Acrilic #UnPensionatoAlCinema #cinema #film",28-03-2009 21:47,0,1,italy,True
Andrea Zanchetta,gonzoandrea,606.0,840.0,3285.0,it,Torino,False,False,False,Graphic + Web designer // Innovation evangelist // Storytelling lover // Mad developer // Everyday cyclist // Sometimes golfer,08-04-2009 15:40,0,1,torino,True
Leonardo Candela,leonardocandela,249.0,543.0,755.0,en,italy,False,False,False,"Computer science researcher dealing with research infrastructures, virtual research environments, research data publishing. National Research Council of Italy",14-04-2009 14:37,0,1,italy,True
Alessandro Cumin,ilcumo,124.0,396.0,5304.0,it,italy,False,True,False,"consulente informatico, GNUlinux lover, security interested, http://t.co/CTNvabma, snowboarder, musician",15-04-2009 10:25,0,1,italy,True
Vania Negrato,otisrem,98.0,358.0,1497.0,it,,False,True,False,"Do or Do not. There is no try - Yoda (Star Wars) -
Photography (Sony-Minolta). Motorbike (BMW). Technology. Apple. Music (Muse). Field Hockey. Rugby.",20-04-2009 13:47,0,0,,
MASSIMOX,massimox_it,172.0,287.0,17708.0,it,,False,True,False,NO Rules / Think Different..,20-04-2009 21:53,0,0,,
Carlo Marzetti,carlomarzetti,369.0,657.0,8181.0,en,,False,True,False,"Florence-based journalist. Mostly tweeting about Italy, now and again innovation, automotive, sparsely motorsports.",23-04-2009 10:25,0,0,,
olivieropdp,olivieropdp,3313.0,616.0,8015.0,en,italy,False,True,False,#libri #teatro #ateatro #mestierilibro #BCM2013 #comicopolitico,29-04-2009 04:29,0,1,italy,True
Steven  Fitzgerald,stevendan,60.0,101.0,649.0,en,Capoterra,False,True,False,Never be spectator of unfairness and stupidity.The grave will supply plenty of time for silence ~ Christopher Hitchens,02-05-2009 12:23,0,1,capoterra,True
Lorenzo,larry_cross,316.0,160.0,7364.0,en,"Dublin, Ireland",False,True,False,Born in Pisa. Living in Dublin and working at @facebook. My life is all about Buffy and some other stuff. Snapchat: larrycross86,02-05-2009 14:23,0,1,"dublin, ireland",True
Antonella Bottero,cielomiomarito,578.0,728.0,11179.0,it,Limone Piemonte,False,True,False,"'Honi soit qui mal y pense' - Montanara, casalinga, antifascista. Linux&KDE user. - (RT/follow not imply endorsement)",11-05-2009 05:51,0,1,limone piemonte,True
Massimo Marucci,telefoniaFacile,1713.0,1166.0,2850.0,it,Milano,False,True,False,"Aiuto le imprese (ma non solo loro) ad ottenere il meglio dalle tecnologie, in particolare dalla telefonia. Business Partner @VodafoneIT",15-05-2009 21:22,0,1,milano,True
PierfrancesoSteinþór,pieRVK,295.0,306.0,11932.0,it,Bruxelles,False,True,False,"#EU, #Comms, #Culture, #Pop |  Social Media Officer at @ICF Mostra | Dov'è finita Carmen Sandiego? |",31-05-2009 23:05,0,1,bruxelles,True
Angelo Micello,AngeloMicello,32.0,47.0,570.0,it,,False,True,False,Usuario no entregó descripción de perfil,03-06-2009 13:31,0,0,,
Dario Dusio,dariodusio,201.0,145.0,1170.0,it,Torino,False,True,False,"I’m a photographer. I love traveling, Guinness, sushi, and rock music.",04-06-2009 12:26,0,1,torino,True
Eddy Bolzani,eddybolzani,94.0,312.0,87.0,it,italy,False,True,False,"In Internet marketing for 14 years to help people make money online, including social marketing, affiliate marketing, CRM marketing, lead generation.",06-06-2009 11:13,0,1,italy,True
pg,patrizia78,90.0,367.0,868.0,en,Rome,False,True,False,Opinions are my own.RT doesn't mean endorsement,07-06-2009 19:05,0,1,rome,True
Marco Marletta,marcomarletta,93.0,150.0,374.0,en,,False,True,False,Usuario no entregó descripción de perfil,08-06-2009 13:17,0,0,,
Luciano Berlanda,cianober,15.0,42.0,27.0,it,italy,False,True,False,Usuario no entregó descripción de perfil,08-06-2009 16:26,0,1,italy,True
Martin Rance,martinrance,1581.0,1047.0,29565.0,it,Firenze,False,True,False,"Nessuno sa come si pronunci il cognome. Sommelier FISAR. Senza tessere di partito, non se ne vanta. Sostiene che lavorare stanca.",16-06-2009 09:51,0,1,firenze,True
Lorenzo Bini,LorenzoBini,136.0,311.0,947.0,it,,False,True,False,"#Social Media Specialist aspirante #NetworkAnalyst - Amante dell'Italia del calcio, dell'arte e dei buoni libri per lavoro e non - apprendista cuoco",16-06-2009 12:22,0,0,,
Francesco Apollonio,k_apo,309.0,1076.0,943.0,it,Lecce,False,True,False,"Open Source software developer, software engineer and a proud nerd!",16-06-2009 18:55,0,1,lecce,True
Renzo Storti,stortino,3.0,15.0,10.0,it,,False,True,False,"Risolve problemi tecnici, amante della natura e del vino buono",22-06-2009 16:40,0,0,,
Federico Crespi,ciairina,663.0,855.0,1710.0,it,,False,True,False,"Comunicatore, mazziniano, sampdoriano, rompicoglioni. Papà di Emanuela.",22-06-2009 19:01,0,0,,
Pietro Dusi,pietrodusi,127.0,292.0,769.0,it,Brescia,False,True,False,Bomber,23-06-2009 11:34,0,1,brescia,True
Marco Gastaldo,MarcoGastaldoMD,201.0,695.0,157.0,it,"Turin, Europe",False,False,False,"Physician, Resident in Physical and Rehabilitation Medicine @unito; Passionate about eHealth and sports; Piano, ukulele and harmonica player.",25-06-2009 08:54,0,1,"turin, europe",True
Il Davide,R_Reventlov_G,679.0,1279.0,25449.0,it,"Milano, Lombardia",False,True,False,"Quousque tandem abutere, Catilina, patientia nostra?",25-06-2009 10:09,0,1,"milano, lombardia",True
izo poppington,saboto,133.0,184.0,505.0,en,La Mirandola,False,True,False,"PLATFORM JOURNEYMAN, VC TROLL, SERIAL DENIZEN. BE YOURSELF; EVERYONE ELSE IS ALREADY TAKEN'.",25-06-2009 13:50,0,1,la mirandola,True
AndreaLoSvizzero,AndreaSvizzero,249.0,1604.0,6650.0,it,,False,True,False,RT≠endorsement,26-06-2009 13:55,0,0,,
Gianluca Stringhini,gianluca_string,1607.0,653.0,8755.0,en,"London, UK",False,True,False,"Lecturer (Assistant Professor) at UCL. Tweeting about computer security, researching ways to protect you from the bad guys",26-06-2009 18:34,0,1,"london, uk",True
Rita Marchetti,RitaMarchetti,408.0,653.0,203.0,it,,False,True,False,Università di Perugia,29-06-2009 18:25,0,0,,
serena let it be,sereviola,749.0,1038.0,1636.0,it,,False,True,False,"Una, nessuna e centomila...",03-07-2009 14:36,0,0,,
Andrenzo,andrenzo,269.0,392.0,2465.0,it,,False,True,False,Usuario no entregó descripción de perfil,13-07-2009 10:01,0,0,,
Vino al vino,vinoalvino,9655.0,5230.0,33292.0,it,italy,False,True,False,"Italian wine writer, author of wine blog Vino al vino and Lemillebolleblog, Barolodipendente and bubbles fan. Proudly right-wing",17-07-2009 06:35,0,1,italy,True
Fabio Mariotti,fabiomari8i,36.0,95.0,761.0,it,italy,False,True,False,Usuario no entregó descripción de perfil,18-07-2009 20:00,0,1,italy,True
stefano valicchia,tulo69,79.0,148.0,240.0,it,Rome,False,True,False,"I was born, now I live, one day or another I'll die. That's all. Ah, in the meantime I'm trying to be happy.",20-07-2009 09:49,0,1,rome,True
Emanuele Gori,40annibuttati,121.0,217.0,3579.0,it,Pisa,False,True,False,"UNA VITA PASSATA TRA IMPIANTI DI #CONDIZIONAMENTO E #RISCALDAMENTO, APPASSIONATO DI #TECNOLOGIA.",26-07-2009 16:37,0,1,pisa,True
Andrea Vogt,andreavogt,3825.0,2021.0,3367.0,en,italy,False,True,False,"Independent journalist / docu maker in Europe & Med. Telegraph & BBC stringer. Co-Founder, Millstream Films. Fulbrighter. Languages: German, Italian, Idahoan",27-07-2009 04:37,0,1,italy,True
